capture_id,entity_id,trip_id,service_date,association_status,association_confidence,association_method,association_evidence,candidate_trip_ids,candidate_entity_ids,rejected_candidate_ids,static_identity_status,counterpart_status
bart_live_20260911_161720,1965302,1965302,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965302""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965157,1965157,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965157""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965272,1965272,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965272""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965303,1965303,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965303""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965273,1965273,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965273""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965304,1965304,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965304""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965274,1965274,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965274""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965305,1965305,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965305""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965151,1965151,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965151""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965275,1965275,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965275""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965194,1965194,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965194""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965306,1965306,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965306""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965152,1965152,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965152""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965276,1965276,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965276""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965195,1965195,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965195""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965696,1965696,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965696""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965659,1965659,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965659""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965697,1965697,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965697""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965698,1965698,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965698""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965699,1965699,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965699""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965654,1965654,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965654""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965700,1965700,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965700""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965655,1965655,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965655""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965701,1965701,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965701""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965656,1965656,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965656""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965657,1965657,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965657""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965658,1965658,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965658""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965791,1965791,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965791""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965851,1965851,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965851""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965792,1965792,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965792""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965793,1965793,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965793""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965794,1965794,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965794""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965847,1965847,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965847""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965795,1965795,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965795""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965848,1965848,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965848""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965849,1965849,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965849""]",[],[],exact,not_applicable
bart_live_20260911_161720,1965850,1965850,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965850""]",[],[],exact,not_applicable
bart_live_20260911_161720,676,676,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965155"",""1965198"",""1965156"",""1965271"",""1965272"",""1965273"",""1965274"",""1965275""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_161720,678,678,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965156"",""1965199"",""1965157"",""1965276""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_161720,680,680,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965157""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_161720,682,682,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_161720,683,683,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965155"",""1965198"",""1965156"",""1965271"",""1965272"",""1965273"",""1965274"",""1965275""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_161720,684,684,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_161720,685,685,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965156"",""1965199"",""1965157"",""1965276""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_161720,687,687,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965157""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_161720,689,689,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_161720,691,691,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_185819,1965570,1965570,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965570""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965571,1965571,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965571""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965572,1965572,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965572""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965573,1965573,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965573""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965524,1965524,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965524""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965574,1965574,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965574""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965525,1965525,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965525""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965526,1965526,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965526""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965528,1965528,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965528""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965568,1965568,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965568""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965464,1965464,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965464""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965411,1965411,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965411""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965465,1965465,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965465""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965466,1965466,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965466""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965467,1965467,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965467""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965468,1965468,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965468""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965406,1965406,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965406""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965407,1965407,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965407""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965408,1965408,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965408""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965409,1965409,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965409""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965463,1965463,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965463""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965410,1965410,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965410""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965118,1965118,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965118""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965205,1965205,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965205""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965308,1965308,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965308""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965119,1965119,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965119""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965308,1965308,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965308""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965119,1965119,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965119""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965309,1965309,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965309""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965279,1965279,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965279""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965206,1965206,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965206""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965299,1965299,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965299""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965280,1965280,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965280""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965300,1965300,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965300""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965281,1965281,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965281""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965341,1965341,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965341""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965282,1965282,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965282""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965159,1965159,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965159""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965283,1965283,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965283""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965202,1965202,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965202""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965160,1965160,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965160""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965284,1965284,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965284""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965203,1965203,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965203""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965161,1965161,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965161""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965204,1965204,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965204""]",[],[],exact,not_applicable
